"","Rho","N","P","p.adj"
"10219at7088_nostop.fas.aligned.fas.best",-0.13026643641385,96,0.121863760546335,0.536359392959335
"10220at7088_nostop.fas.aligned.fas.best",-0.036914660338434,83,0.684037978818494,0.915048619890639
"10224at7088_nostop.fas.aligned.fas.best",-0.0689618759986301,103,0.395936730236346,0.777417007693445
"10225at7088_nostop.fas.aligned.fas.best",-0.282326985282723,110,0.000325970619485601,0.0564928216763043
"10235at7088_nostop.fas.aligned.fas.best",0.0583702118497167,114,0.449275666628744,0.809794586813875
"10239at7088_nostop.fas.aligned.fas.best",-0.0429624130379602,89,0.623532075487139,0.892567208332876
"10240at7088_nostop.fas.aligned.fas.best",-0.0869853192919125,100,0.291540824390313,0.713990728354195
"10243at7088_nostop.fas.aligned.fas.best",-0.00686107756184693,136,0.922505736835305,0.979703405094222
"10244at7088_nostop.fas.aligned.fas.best",0.0195057295780798,119,0.79608022632893,0.94737899363435
"10250at7088_nostop.fas.aligned.fas.best",-0.0893504026135191,102,0.273770503884243,0.70212600106005
"10255at7088_nostop.fas.aligned.fas.best",-0.00715712971823038,99,0.93119565045896,0.983251401766668
"10259at7088_nostop.fas.aligned.fas.best",-0.192390451999424,106,0.016253544888438,0.273143212077391
"10261at7088_nostop.fas.aligned.fas.best",-0.0386480884999964,81,0.673916348672319,0.911651858473267
"10267at7088_nostop.fas.aligned.fas.best",-0.0922944330088018,105,0.251254894141244,0.683472204861111
"10268at7088_nostop.fas.aligned.fas.best",0.171773549510027,97,0.0402923825049281,0.367617725409234
"10269at7088_nostop.fas.aligned.fas.best",0.00834998467126877,99,0.91976422349799,0.97939352581054
"1026at7088_nostop.fas.aligned.fas.best",-0.115408453289355,122,0.121508751001908,0.535599325776009
"10270at7088_nostop.fas.aligned.fas.best",-0.0515792685252799,93,0.546716519802561,0.862949558845639
"1027at7088_nostop.fas.aligned.fas.best",-0.0747647979670518,94,0.379733196543121,0.76532647327981
"10285at7088_nostop.fas.aligned.fas.best",-0.0103815203100616,93,0.903449604422933,0.976272504609349
"10289at7088_nostop.fas.aligned.fas.best",-0.0465297378205612,101,0.570666478819482,0.872705411403095
"10291at7088_nostop.fas.aligned.fas.best",0.145473992312297,75,0.127872100480058,0.551938971949334
"10292at7088_nostop.fas.aligned.fas.best",-0.0860230202200243,93,0.314823624173789,0.732718322860687
"10294at7088_nostop.fas.aligned.fas.best",0.111286338149866,90,0.200987806104445,0.633805967924754
"10299at7088_nostop.fas.aligned.fas.best",0.183968775519786,111,0.0186452628784922,0.278192576228962
"10304at7088_nostop.fas.aligned.fas.best",-0.0702802181054962,120,0.349745541034122,0.75064043026906
"10308at7088_nostop.fas.aligned.fas.best",-0.0544159974920471,97,0.515917141997885,0.852964503638915
"10316at7088_nostop.fas.aligned.fas.best",0.04936622847603,105,0.539434283032376,0.858922099114331
"10318at7088_nostop.fas.aligned.fas.best",-0.0347484304127405,70,0.725577375807337,0.925402266223129
"10319at7088_nostop.fas.aligned.fas.best",0.0491212385759684,104,0.543417711387574,0.862187559442069
"10326at7088_nostop.fas.aligned.fas.best",0.0246950651917655,89,0.777833060100942,0.942097222501698
"1032at7088_nostop.fas.aligned.fas.best",-0.118664750423116,102,0.146090101689104,0.574409938255945
"10333at7088_nostop.fas.aligned.fas.best",0.040412944764784,114,0.600381274647054,0.885598041955831
"10334at7088_nostop.fas.aligned.fas.best",0.184137402662049,91,0.0333516882042145,0.341036919160851
"10335at7088_nostop.fas.aligned.fas.best",0.0973748249810206,80,0.292140997033454,0.713990728354195
"10341at7088_nostop.fas.aligned.fas.best",-0.0402243812767413,86,0.651572056474167,0.900888042995589
"10345at7088_nostop.fas.aligned.fas.best",-0.0188411973382864,108,0.812192110503661,0.951686114917321
"10346at7088_nostop.fas.aligned.fas.best",-0.113125338674305,115,0.140773784783249,0.566440994933303
"10347at7088_nostop.fas.aligned.fas.best",0.063272283014211,63,0.544919871447914,0.862755580563267
"10351at7088_nostop.fas.aligned.fas.best",-0.133355852294203,101,0.104110786896282,0.50300013087341
"10352at7088_nostop.fas.aligned.fas.best",-0.00249186281802303,85,0.977815291232061,0.995003991256938
"10359at7088_nostop.fas.aligned.fas.best",0.135565699888879,97,0.10556195519309,0.503158198698134
"10360at7088_nostop.fas.aligned.fas.best",-0.0302957450450087,65,0.768315412535061,0.939029345106354
"10368at7088_nostop.fas.aligned.fas.best",-0.0354479805455943,98,0.670530148628282,0.911284098352456
"10369at7088_nostop.fas.aligned.fas.best",0.0948984111951062,93,0.267491336852288,0.696358020107937
"10374at7088_nostop.fas.aligned.fas.best",0.0900399935424791,95,0.287517857215107,0.713100447818912
"10377at7088_nostop.fas.aligned.fas.best",-0.0971873910717989,102,0.23388404901708,0.671852803564754
"10379at7088_nostop.fas.aligned.fas.best",-0.051907601550308,93,0.544166792349989,0.862755580563267
"1037at7088_nostop.fas.aligned.fas.best",-0.361794106110863,97,1.56509414638437e-05,0.0284354174032474
"10386at7088_nostop.fas.aligned.fas.best",0.0167722549545084,101,0.838034753706479,0.956763110223546
"10387at7088_nostop.fas.aligned.fas.best",-0.0362224414924831,82,0.691473121380383,0.91707552587093
"1038at7088_nostop.fas.aligned.fas.best",-0.0249861470469793,111,0.749334629606275,0.931619861225541
"10391at7088_nostop.fas.aligned.fas.best",-0.0142513438323757,109,0.856710120410213,0.963588080805877
"10392at7088_nostop.fas.aligned.fas.best",0.168409389242943,88,0.0557464062041941,0.413650463760279
"10396at7088_nostop.fas.aligned.fas.best",0.0160304041972085,106,0.841294702720445,0.957320907676165
"10397at7088_nostop.fas.aligned.fas.best",0.0767530771068098,107,0.335382739723361,0.746402369084519
"10398at7088_nostop.fas.aligned.fas.best",-0.0452222804744482,87,0.609561349300817,0.887880873889306
"103at7088_nostop.fas.aligned.fas.best",-0.155557377319597,70,0.11609490293774,0.526980934784914
"10401at7088_nostop.fas.aligned.fas.best",-0.0790651645377185,119,0.294868322521205,0.715362552103209
"10406at7088_nostop.fas.aligned.fas.best",-0.0204030402795194,100,0.804599674151563,0.950801308386507
"10410at7088_nostop.fas.aligned.fas.best",0.0986248972998597,95,0.244022922408543,0.680827360322682
"10414at7088_nostop.fas.aligned.fas.best",0.0286089373976123,115,0.709524806134573,0.921611808401443
"10415at7088_nostop.fas.aligned.fas.best",0.00585341688355352,89,0.946680434067793,0.987286393822469
"10423at7088_nostop.fas.aligned.fas.best",-0.11969037505287,83,0.187000190949586,0.61981300118272
"10424at7088_nostop.fas.aligned.fas.best",-0.228297000972381,97,0.00641942962091196,0.19726100807559
"10425at7088_nostop.fas.aligned.fas.best",-0.0954932848544901,66,0.349346581748755,0.75064043026906
"10428at7088_nostop.fas.aligned.fas.best",-0.136040927267309,105,0.090814500453412,0.482616272842293
"10429at7088_nostop.fas.aligned.fas.best",-0.0635511650760974,99,0.443286865839503,0.809210967952224
"10431at7088_nostop.fas.aligned.fas.best",-0.0372913948489268,112,0.631899376909856,0.894853598044048
"10432at7088_nostop.fas.aligned.fas.best",0.0869623640889104,117,0.253353700421994,0.686071017631845
"10437at7088_nostop.fas.aligned.fas.best",0.0308295192416362,80,0.738738010553052,0.930145677235778
"10444at7088_nostop.fas.aligned.fas.best",0.0252216539886823,107,0.751579648904055,0.932647748639764
"10447at7088_nostop.fas.aligned.fas.best",0.139385215284058,100,0.0910037271097747,0.482616272842293
"10452at7088_nostop.fas.aligned.fas.best",-0.0669894364548081,73,0.489279799882147,0.833315228918825
"10457at7088_nostop.fas.aligned.fas.best",-0.212582713072564,120,0.00467773498104726,0.182751509387753
"10459at7088_nostop.fas.aligned.fas.best",-0.030983915776516,108,0.69599968577404,0.91951281569572
"10460at7088_nostop.fas.aligned.fas.best",0.00615532609033113,102,0.939900946997839,0.985230536107553
"10462at7088_nostop.fas.aligned.fas.best",0.0075622407164567,121,0.919517565448884,0.97939352581054
"10474at7088_nostop.fas.aligned.fas.best",0.0873869835362358,109,0.268212883931302,0.696358020107937
"10476at7088_nostop.fas.aligned.fas.best",0.0757010203559903,110,0.335247982829082,0.746402369084519
"10479at7088_nostop.fas.aligned.fas.best",0.016278669139796,117,0.830688532703145,0.954713014554187
"1047at7088_nostop.fas.aligned.fas.best",0.0185686243266397,83,0.837801421148466,0.956763110223546
"10480at7088_nostop.fas.aligned.fas.best",0.0770250111367814,119,0.307504475258411,0.725353859500651
"10482at7088_nostop.fas.aligned.fas.best",0.0302263361528632,98,0.716788510428448,0.923229311029499
"10489at7088_nostop.fas.aligned.fas.best",-0.00305870999572885,115,0.968232608466829,0.991862135198415
"10494at7088_nostop.fas.aligned.fas.best",0.0123607600123336,85,0.890287720985359,0.971706106166207
"10506at7088_nostop.fas.aligned.fas.best",0.142636573491505,87,0.107221362660009,0.507203657490982
"10508at7088_nostop.fas.aligned.fas.best",-0.0404309444266797,77,0.667990015436454,0.910559242174834
"1050at7088_nostop.fas.aligned.fas.best",0.0347740779952172,98,0.676434970876154,0.912249461102487
"10511at7088_nostop.fas.aligned.fas.best",0.0819986871229435,91,0.343360335464194,0.75064043026906
"10513at7088_nostop.fas.aligned.fas.best",0.134022635712704,101,0.10239135244214,0.50176929444464
"10516at7088_nostop.fas.aligned.fas.best",-0.190018352630212,107,0.0170827576525622,0.278192576228962
"10517at7088_nostop.fas.aligned.fas.best",0.0788895557610113,117,0.300106093641531,0.719698911973182
"10521at7088_nostop.fas.aligned.fas.best",0.0466580270911661,74,0.62769462837368,0.893876176462959
"10527at7088_nostop.fas.aligned.fas.best",-0.0379164655260115,89,0.6648693970027,0.908843433134887
"10528at7088_nostop.fas.aligned.fas.best",-0.0285245005522531,94,0.737530533055796,0.930145677235778
"10529at7088_nostop.fas.aligned.fas.best",-0.168275067423841,100,0.0413072298688636,0.371291079029176
"10530at7088_nostop.fas.aligned.fas.best",0.115033023599211,106,0.150748936131875,0.585240787717759
"10533at7088_nostop.fas.aligned.fas.best",0.169904029771767,126,0.0204858077011033,0.290809400626532
"10536at7088_nostop.fas.aligned.fas.best",0.153082087041405,87,0.0838500518370841,0.474122265569078
"10538at7088_nostop.fas.aligned.fas.best",-0.0542044684717348,119,0.472675593511587,0.823988660375116
"1053at7088_nostop.fas.aligned.fas.best",-0.0960094353008664,91,0.267236270737973,0.696358020107937
"10541at7088_nostop.fas.aligned.fas.best",-0.084436365188501,93,0.32383263245736,0.7413896631115
"10543at7088_nostop.fas.aligned.fas.best",0.0742106138243372,111,0.34262698961062,0.75064043026906
"10546at7088_nostop.fas.aligned.fas.best",-0.0915620764599913,67,0.365832323876791,0.760477545190054
"10547at7088_nostop.fas.aligned.fas.best",-0.0212794724836869,99,0.797405236187571,0.948405435221317
"10549at7088_nostop.fas.aligned.fas.best",0.0723218942697781,104,0.370971032872167,0.762562863030271
"10550at7088_nostop.fas.aligned.fas.best",-0.0631723283150572,107,0.427849874827774,0.799224265565082
"10556at7088_nostop.fas.aligned.fas.best",0.0140310497580534,115,0.855043451078064,0.962898155919643
"10558at7088_nostop.fas.aligned.fas.best",-0.097360275295074,123,0.189606561257739,0.622742626893921
"10559at7088_nostop.fas.aligned.fas.best",-0.07618881783337,110,0.332143090232453,0.745220380347184
"10562at7088_nostop.fas.aligned.fas.best",0.106984563521337,92,0.213795320918744,0.647191001271245
"10565at7088_nostop.fas.aligned.fas.best",0.0298616817777936,93,0.727146058416479,0.925402266223129
"10568at7088_nostop.fas.aligned.fas.best",-0.0522132265245439,116,0.494715709997798,0.83908924319107
"10571at7088_nostop.fas.aligned.fas.best",0.0989276550763724,99,0.232704207627807,0.671327244338589
"10573at7088_nostop.fas.aligned.fas.best",0.0174877694702778,117,0.81832490485624,0.951686114917321
"1057at7088_nostop.fas.aligned.fas.best",-0.157608764363039,87,0.0750937320870629,0.454546468424662
"10580at7088_nostop.fas.aligned.fas.best",-0.0999067971304055,52,0.386739904231475,0.77128625752272
"10581at7088_nostop.fas.aligned.fas.best",-0.140746015508296,89,0.107826438409368,0.50731504848221
"10582at7088_nostop.fas.aligned.fas.best",0.142932454316836,80,0.122033202510984,0.536359392959335
"10583at7088_nostop.fas.aligned.fas.best",0.167398101791926,123,0.0241101181798572,0.297523012516712
"10586at7088_nostop.fas.aligned.fas.best",-0.128269496727341,93,0.13392839312572,0.55907459815312
"10588at7088_nostop.fas.aligned.fas.best",-0.13980447350883,93,0.102348847394894,0.50176929444464
"1058at7088_nostop.fas.aligned.fas.best",0.0423751301379033,103,0.601931197899138,0.885974609727757
"10593at7088_nostop.fas.aligned.fas.best",-0.0505552873680154,89,0.563534105451278,0.871124246201485
"10601at7088_nostop.fas.aligned.fas.best",0.1993249103389,97,0.0173284271689461,0.278192576228962
"10603at7088_nostop.fas.aligned.fas.best",0.124947529695879,93,0.144297549390368,0.573017516896595
"10609at7088_nostop.fas.aligned.fas.best",0.117175794693718,115,0.127096199394048,0.55066988382009
"10613at7088_nostop.fas.aligned.fas.best",0.0121445379764821,91,0.888393099757523,0.971586597542622
"10619at7088_nostop.fas.aligned.fas.best",0.159575593826942,117,0.036081445029034,0.354684484360676
"10620at7088_nostop.fas.aligned.fas.best",-0.142502902688066,103,0.0794015969271614,0.463447540004618
"10626at7088_nostop.fas.aligned.fas.best",-0.0326575791384819,91,0.70589201896354,0.921611808401443
"10628at7088_nostop.fas.aligned.fas.best",-0.0750347251480011,92,0.383247178980794,0.769355667598247
"10633at7088_nostop.fas.aligned.fas.best",-0.0561087919057077,67,0.579472593987915,0.876313125268016
"10635at7088_nostop.fas.aligned.fas.best",0.107819867154761,92,0.210240896205152,0.644765637923674
"10636at7088_nostop.fas.aligned.fas.best",-0.145353057627592,116,0.0573176840751496,0.416142773445612
"10646at7088_nostop.fas.aligned.fas.best",0.114898920830547,74,0.232366223847994,0.671327244338589
"10648at7088_nostop.fas.aligned.fas.best",-0.151182790566509,74,0.116083133738655,0.526980934784914
"10650at7088_nostop.fas.aligned.fas.best",0.050965778426052,97,0.542881773673196,0.861935598284188
"10651at7088_nostop.fas.aligned.fas.best",0.0745444741204477,91,0.389013129855277,0.773680190966014
"10659at7088_nostop.fas.aligned.fas.best",-0.133077660359187,117,0.08047080195741,0.465793109711582
"1065at7088_nostop.fas.aligned.fas.best",0.0103671948071011,100,0.899962866839701,0.975279816103431
"10660at7088_nostop.fas.aligned.fas.best",-0.08066315558515,61,0.447827717228989,0.809334546925274
"10661at7088_nostop.fas.aligned.fas.best",-0.0392262917013945,79,0.673289979659996,0.911613891299123
"10662at7088_nostop.fas.aligned.fas.best",0.160844394382436,91,0.0630755627592097,0.432622421858696
"10663at7088_nostop.fas.aligned.fas.best",0.0774558497311389,101,0.345182467553405,0.75064043026906
"10666at7088_nostop.fas.aligned.fas.best",0.0337564351516093,71,0.731229830224191,0.928807402796222
"10667at7088_nostop.fas.aligned.fas.best",0.00095097251823367,111,0.990297318531035,0.998222474211957
"10669at7088_nostop.fas.aligned.fas.best",0.0340774738836333,91,0.693738513544628,0.918088808747103
"1066at7088_nostop.fas.aligned.fas.best",0.0496627491726081,108,0.531132851918258,0.855163179330171
"10671at7088_nostop.fas.aligned.fas.best",-0.0561442046896059,124,0.447520910130469,0.809334546925274
"10673at7088_nostop.fas.aligned.fas.best",-0.0793121962538135,114,0.303910613924164,0.720855533028824
"10674at7088_nostop.fas.aligned.fas.best",-0.117924457513116,106,0.140748783201063,0.566440994933303
"10676at7088_nostop.fas.aligned.fas.best",0.0214769937668488,75,0.822149962917211,0.953093451811964
"10677at7088_nostop.fas.aligned.fas.best",0.154264175550051,102,0.0588213821619136,0.417193797868477
"10681at7088_nostop.fas.aligned.fas.best",-0.0615174825863935,114,0.425207373830921,0.797618914505903
"10683at7088_nostop.fas.aligned.fas.best",-0.0240964554985933,92,0.779470630342294,0.942585579438655
"10689at7088_nostop.fas.aligned.fas.best",-0.0116425029986106,112,0.88110964626677,0.969196543352723
"1068at7088_nostop.fas.aligned.fas.best",-0.0507013684313862,103,0.532549497971868,0.855936622795151
"10692at7088_nostop.fas.aligned.fas.best",0.0752718158318886,97,0.368843649019741,0.76241575844664
"10693at7088_nostop.fas.aligned.fas.best",-0.0101802036155883,82,0.911191845605888,0.977942692243371
"10694at7088_nostop.fas.aligned.fas.best",-0.0732968552727662,93,0.391748461245657,0.774266669249671
"10698at7088_nostop.fas.aligned.fas.best",-0.00834018261771122,98,0.920270713801641,0.97939352581054
"10699at7088_nostop.fas.aligned.fas.best",0.203666718954236,95,0.0161380044601902,0.272202281872802
"106at7088_nostop.fas.aligned.fas.best",-0.105130392292007,111,0.178824845304033,0.610541143054327
"10704at7088_nostop.fas.aligned.fas.best",0.170925660342827,90,0.0495264343585776,0.39577855149136
"10707at7088_nostop.fas.aligned.fas.best",0.116141621047231,84,0.19765628040501,0.632579261146248
"10709at7088_nostop.fas.aligned.fas.best",-0.334720083082175,111,1.86624922795323e-05,0.0284354174032474
"1070at7088_nostop.fas.aligned.fas.best",-0.0862495187766621,97,0.303150807465301,0.720855533028824
"10712at7088_nostop.fas.aligned.fas.best",-0.0848418954075414,110,0.280163953135739,0.706493577010951
"10713at7088_nostop.fas.aligned.fas.best",0.0331265272787983,71,0.736056300794991,0.930145677235778
"10716at7088_nostop.fas.aligned.fas.best",0.0474489950310427,82,0.603163964163857,0.886054256906108
"10717at7088_nostop.fas.aligned.fas.best",-0.00966464719508195,75,0.91943038100494,0.97939352581054
"10724at7088_nostop.fas.aligned.fas.best",0.152139540104048,124,0.039567052245376,0.367013418106641
"10728at7088_nostop.fas.aligned.fas.best",0.127284764776651,77,0.176923118459218,0.608056822915102
"10734at7088_nostop.fas.aligned.fas.best",0.0497459519386908,89,0.569795028011338,0.872705411403095
"10735at7088_nostop.fas.aligned.fas.best",0.118966655978839,102,0.145066845863059,0.573120615764945
"10738at7088_nostop.fas.aligned.fas.best",0.0673150479377135,100,0.414366294819294,0.790637225883119
"10740at7088_nostop.fas.aligned.fas.best",-0.0825963524279513,91,0.339854402542128,0.749177365186725
"10747at7088_nostop.fas.aligned.fas.best",-0.111970843424748,102,0.170222166104202,0.606773913276227
"10749at7088_nostop.fas.aligned.fas.best",0.0236818870215488,102,0.771762032123848,0.940121010762394
"10750at7088_nostop.fas.aligned.fas.best",0.184350933542612,111,0.0184016592578254,0.278192576228962
"1075at7088_nostop.fas.aligned.fas.best",-0.0243637970237035,92,0.777088254707852,0.942097222501698
"10766at7088_nostop.fas.aligned.fas.best",-0.0848518735606298,109,0.282344379440252,0.708729356628992
"10768at7088_nostop.fas.aligned.fas.best",0.238504788230167,78,0.0108666388965812,0.243966633845117
"1076at7088_nostop.fas.aligned.fas.best",-0.0272369196998407,101,0.739931892560368,0.930145677235778
"10773at7088_nostop.fas.aligned.fas.best",0.0389840566292404,111,0.618118471475077,0.891074314027763
"10778at7088_nostop.fas.aligned.fas.best",-0.0166212798223726,99,0.841080045101327,0.957320907676165
"10780at7088_nostop.fas.aligned.fas.best",-0.0172129328407756,107,0.828956847818263,0.954713014554187
"10782at7088_nostop.fas.aligned.fas.best",-0.0175344573160383,107,0.825812668877798,0.954713014554187
"10783at7088_nostop.fas.aligned.fas.best",-0.17947032782298,107,0.0242885877451812,0.297523012516712
"10784at7088_nostop.fas.aligned.fas.best",-0.0772361731030864,109,0.327788853600564,0.742952314925756
"10789at7088_nostop.fas.aligned.fas.best",0.0268392364433639,99,0.746106629745066,0.931180925549093
"1078at7088_nostop.fas.aligned.fas.best",-0.10445292314939,93,0.22227549038755,0.659754069195774
"10792at7088_nostop.fas.aligned.fas.best",-0.151032862512013,87,0.0880771563310165,0.477208515519985
